Wall time,Step,Value
1691141845.047189,4224000,0.4578000009059906
1691142021.742294,4280000,0.45559999346733093
1691142034.226783,4284000,0.45739999413490295
1691142059.44383,4292000,0.4595000147819519
1691142109.918617,4308000,0.4593999981880188
1691142222.121573,4344000,0.4607999920845032
1691142373.899137,4392000,0.4584999978542328
1691142424.39641,4408000,0.4609000086784363
1691142449.806778,4416000,0.45879998803138733
1691142513.62236,4436000,0.45910000801086426
1691142539.101557,4444000,0.4629000127315521
1691142666.635315,4484000,0.4618000090122223
1691142717.47965,4500000,0.4595000147819519
1691142806.796767,4528000,0.46059998869895935
1691142832.268698,4536000,0.45899999141693115
1691142985.03903,4584000,0.45890000462532043
1691143048.863186,4604000,0.4571000039577484
1691143061.491988,4608000,0.4602000117301941
1691143214.506468,4656000,0.46140000224113464
1691143342.021495,4696000,0.4603999853134155
1691143367.455607,4704000,0.4595000147819519
1691143469.632624,4736000,0.45750001072883606
1691143585.122646,4772000,0.46000000834465027
1691143597.932144,4776000,0.46059998869895935
1691143905.73174,4872000,0.46000000834465027
1691143996.019134,4900000,0.46230000257492065
1691144266.914478,4984000,0.4611999988555908
1691144330.988514,5004000,0.4596000015735626
1691144343.885878,5008000,0.4611000120639801
1691144369.638234,5016000,0.4578999876976013
1691144408.378958,5028000,0.46129998564720154
1691144459.430253,5044000,0.4620000123977661
1691144535.847749,5068000,0.46320000290870667
1691144586.999716,5084000,0.46219998598098755
1691144650.576196,5104000,0.46459999680519104
1691144934.004547,5192000,0.4643999934196472
1691145037.453639,5224000,0.4659000039100647
1691145244.907603,5288000,0.46630001068115234
1691145284.154046,5300000,0.4641999900341034
1691145544.995045,5380000,0.4629000127315521
1691145741.241536,5440000,0.4652000069618225
1691145793.929142,5456000,0.46219998598098755
1691145937.611078,5500000,0.4666999876499176
1691145950.763514,5504000,0.4641000032424927
1691146488.381194,5668000,0.46140000224113464
1691146769.756603,5752000,0.46540001034736633
1691146783.243798,5756000,0.46700000762939453
1691147023.370748,5828000,0.4666999876499176
1691147036.706015,5832000,0.46560001373291016
1691147248.780887,5896000,0.4657999873161316
1691147275.433329,5904000,0.4652000069618225
1691147462.181085,5960000,0.46630001068115234
1691147515.38536,5976000,0.4675999879837036
1691147621.932792,6008000,0.46810001134872437
1691147728.733364,6040000,0.46970000863075256
1691147768.867133,6052000,0.4690000116825104
1691147809.230336,6064000,0.46700000762939453
1691147971.327505,6112000,0.4693000018596649
1691148240.82761,6192000,0.4724000096321106
1691148281.150238,6204000,0.4724999964237213
1691148469.242219,6260000,0.46869999170303345
1691148509.652417,6272000,0.4699000120162964
1691148576.927245,6292000,0.4683000147342682
1691148617.269899,6304000,0.46860000491142273
1691148738.309574,6340000,0.4713999927043915
1691148886.114541,6384000,0.47130000591278076
1691148953.938906,6404000,0.4699000120162964
1691148981.077407,6412000,0.46709999442100525
1691149305.631622,6508000,0.46709999442100525
1691149414.004248,6540000,0.4681999981403351
1691149441.247495,6548000,0.46970000863075256
1691149889.776268,6680000,0.47029998898506165
1691150012.246694,6716000,0.4724999964237213
1691150094.308517,6740000,0.46860000491142273
1691150218.13996,6776000,0.46869999170303345
1691150327.929412,6808000,0.47200000286102295
1691150355.337312,6816000,0.4715999960899353
1691150396.439768,6828000,0.47209998965263367
1691150451.132053,6844000,0.47209998965263367
1691150547.374586,6872000,0.4706000089645386
1691150921.034841,6980000,0.46779999136924744
1691151337.441915,7100000,0.47040000557899475
1691151365.34633,7108000,0.4706000089645386
1691151532.284299,7156000,0.46860000491142273
1691151574.073617,7168000,0.47130000591278076
1691151685.346378,7200000,0.46869999170303345
1691152341.121611,7388000,0.47200000286102295
1691152397.237822,7404000,0.4713999927043915
1691152523.512078,7440000,0.4733000099658966
1691152593.501298,7460000,0.47350001335144043
1691152621.529473,7468000,0.47290000319480896
1691152915.681321,7552000,0.4702000021934509
1691153071.337589,7596000,0.47269999980926514
1691153113.353542,7608000,0.47350001335144043
1691153197.919526,7632000,0.4729999899864197
1691153212.054137,7636000,0.47290000319480896
1691153424.283071,7696000,0.4756999909877777
1691153593.72394,7744000,0.47290000319480896
1691153650.18586,7760000,0.47450000047683716
1691153720.888617,7780000,0.47290000319480896
1691153749.151443,7788000,0.4733000099658966
1691153934.894365,7840000,0.4731999933719635
1691153949.164886,7844000,0.4747999906539917
1691154020.905733,7864000,0.47130000591278076
1691154177.619919,7908000,0.4722999930381775
1691154206.091668,7916000,0.4740000069141388
1691154319.849017,7948000,0.4717000126838684
1691155506.492077,8280000,0.4724000096321106
1691155632.912335,8316000,0.47429999709129333
1691155772.138808,8356000,0.47350001335144043
1691155924.965311,8400000,0.47369998693466187
1691156125.655286,8456000,0.47450000047683716
1691156140.1047,8460000,0.4763999879360199
1691156196.591107,8476000,0.4747999906539917
1691156210.369795,8480000,0.4731999933719635
1691156309.990402,8508000,0.4740999937057495
1691156479.009469,8556000,0.4722999930381775
1691156898.077956,8676000,0.4745999872684479
1691157254.100238,8776000,0.474700003862381
1691157472.788599,8836000,0.47209998965263367
1691157559.298687,8860000,0.4749999940395355
1691157906.563297,8956000,0.4731999933719635
1691157979.21911,8976000,0.4756999909877777
1691158522.786505,9124000,0.47369998693466187
1691159040.054231,9264000,0.4731999933719635
1691159084.868569,9276000,0.47380000352859497
1691159429.202257,9368000,0.4717000126838684
1691159681.158253,9436000,0.4726000130176544
1691160127.769237,9556000,0.4722999930381775
1691160187.403711,9572000,0.4717999994754791
1691160202.579298,9576000,0.47369998693466187
1691160832.269328,9744000,0.47209998965263367
1691160908.383491,9764000,0.4702000021934509
1691161105.815834,9816000,0.4706000089645386
1691161224.87423,9848000,0.4706999957561493
1691161269.617803,9860000,0.4713999927043915
1691161568.741039,9940000,0.47189998626708984
1691161689.590008,9972000,0.47200000286102295
1691161765.031817,9992000,0.4724999964237213
1691161841.575619,10012000,0.47189998626708984
1691162058.7324,10068000,0.47110000252723694
1691162089.853736,10076000,0.4729999899864197
1691162229.929081,10112000,0.47200000286102295
1691162261.115186,10120000,0.47119998931884766
1691162820.821084,10264000,0.47049999237060547
1691162992.345533,10308000,0.4706999957561493
1691163008.153219,10312000,0.47360000014305115
1691163165.503509,10352000,0.4708000123500824
1691163338.645225,10396000,0.4699000120162964
1691163449.357417,10424000,0.47110000252723694
1691163656.213489,10476000,0.4708000123500824
1691163783.200094,10508000,0.46810001134872437
1691163799.098729,10512000,0.46959999203681946
1691163910.29347,10540000,0.4684999883174896
1691163973.895784,10556000,0.4699000120162964
1691164037.170207,10572000,0.46939998865127563
1691164337.489392,10648000,0.4706000089645386
1691164466.070228,10680000,0.47040000557899475
1691164482.182126,10684000,0.47040000557899475
1691164530.384578,10696000,0.4717999994754791
1691164642.438079,10724000,0.47279998660087585
1691164690.490561,10736000,0.47110000252723694
1691164722.59369,10744000,0.4717000126838684
1691164770.7418,10756000,0.47099998593330383
1691164834.625988,10772000,0.4726000130176544
1691164979.129499,10808000,0.4708999991416931
1691165075.766533,10832000,0.46970000863075256
1691165156.759783,10852000,0.4715999960899353
1691165221.29996,10868000,0.4708999991416931
1691165415.161666,10916000,0.4706000089645386
1691165431.28742,10920000,0.4708000123500824
1691165496.049875,10936000,0.4691999852657318
1691165577.578679,10956000,0.47110000252723694
1691165593.919323,10960000,0.4722999930381775
1691165805.223543,11012000,0.4717000126838684
1691165821.391009,11016000,0.4724000096321106
1691165837.621238,11020000,0.47269999980926514
1691165918.84422,11040000,0.46970000863075256
1691166000.146034,11060000,0.4717000126838684
1691166049.279087,11072000,0.47029998898506165
1691166214.066586,11112000,0.4738999903202057
1691166329.820076,11140000,0.4747999906539917
1691166776.513121,11248000,0.4726000130176544
1691167141.076257,11336000,0.4715999960899353
1691167306.638377,11376000,0.47510001063346863
1691167590.247245,11444000,0.4731999933719635
1691167607.035552,11448000,0.47360000014305115
1691167926.769233,11524000,0.47589999437332153
1691168554.576889,11672000,0.4706000089645386
1691168605.523141,11684000,0.4717999994754791
1691168827.026013,11736000,0.4717999994754791
1691169137.93346,11808000,0.4713999927043915
1691169189.349198,11820000,0.4733000099658966
1691169309.83545,11848000,0.4733999967575073
1691169361.50285,11860000,0.47279998660087585
1691169499.516763,11892000,0.4738999903202057
1691169724.853113,11944000,0.4733000099658966
1691169896.930006,11984000,0.4724000096321106
1691170295.264695,12076000,0.47049999237060547
1691170552.17805,12136000,0.4690999984741211
1691170776.683788,12188000,0.4699000120162964
1691171399.046292,12332000,0.4731999933719635
1691171416.278084,12336000,0.47350001335144043
1691171748.897821,12412000,0.47209998965263367
1691171766.569072,12416000,0.47290000319480896
1691171783.790753,12420000,0.47269999980926514
1691171959.302575,12460000,0.4726000130176544
1691172029.698849,12476000,0.4693000018596649
1691172047.23562,12480000,0.4724999964237213
1691172064.792539,12484000,0.46939998865127563
1691172152.491393,12504000,0.4740999937057495
1691172188.280177,12512000,0.47279998660087585
1691172489.710398,12580000,0.4697999954223633
1691172985.596678,12692000,0.4722999930381775
1691173074.928266,12712000,0.4733999967575073
1691173324.686793,12768000,0.4742000102996826
1691173449.472298,12796000,0.4733000099658966
1691173538.493671,12816000,0.4745999872684479
1691173770.520311,12868000,0.47119998931884766
1691173824.5872,12880000,0.4722000062465668
1691173860.604125,12888000,0.47369998693466187
1691173986.758894,12916000,0.4729999899864197
1691174205.040473,12964000,0.47350001335144043
1691174644.072044,13060000,0.4724999964237213
1691174699.773198,13072000,0.47269999980926514
1691175402.248508,13224000,0.47679999470710754
1691176045.20312,13360000,0.4758000075817108
1691176350.561416,13424000,0.4747999906539917
1691176694.248348,13496000,0.47369998693466187
1691176791.310608,13516000,0.4756999909877777
1691176887.539264,13536000,0.47609999775886536
1691176906.955636,13540000,0.4756999909877777
1691177062.011539,13572000,0.4749999940395355
1691177277.039723,13616000,0.4749999940395355
1691177549.294815,13672000,0.4763000011444092
1691177704.612699,13704000,0.4772000014781952
1691177860.561676,13736000,0.4749000072479248
1691177957.926239,13756000,0.4772999882698059
1691178390.818466,13844000,0.47859999537467957
1691178528.42314,13872000,0.476500004529953
1691178828.269618,13932000,0.4781999886035919
1691178848.210496,13936000,0.47609999775886536
1691178868.107327,13940000,0.47540000081062317
1691178987.872564,13964000,0.47690001130104065
1691179027.692804,13972000,0.4763000011444092
1691179167.51491,14000000,0.4771000146865845
1691179691.721068,14104000,0.4797999858856201
1691180055.545201,14176000,0.4790000021457672
1691180178.445208,14200000,0.4767000079154968
1691180508.484507,14264000,0.48010000586509705
1691180570.48531,14276000,0.478300005197525
1691180715.448849,14304000,0.4796999990940094
1691180963.819334,14352000,0.48080000281333923
1691181212.767258,14400000,0.4754999876022339
1691181485.011637,14452000,0.47620001435279846
1691181506.015047,14456000,0.4763999879360199
1691181548.029128,14464000,0.474700003862381
1691181844.523902,14520000,0.4756999909877777
1691182364.464715,14616000,0.47530001401901245
1691182429.785509,14628000,0.47679999470710754
1691182473.119996,14636000,0.478300005197525
1691182516.774598,14644000,0.47690001130104065
1691182581.896065,14656000,0.4740999937057495
1691182668.837422,14672000,0.4763999879360199
1691182734.995188,14684000,0.478300005197525
1691183153.61902,14760000,0.4738999903202057
1691183373.74408,14800000,0.47769999504089355
1691183637.510986,14848000,0.4747999906539917
1691183747.958904,14868000,0.4765999913215637
1691184370.70545,14980000,0.4771000146865845
1691184393.419284,14984000,0.4740000069141388
1691184438.917669,14992000,0.476500004529953
1691184552.384012,15012000,0.4740999937057495
1691184575.017961,15016000,0.4740999937057495
1691184734.512624,15044000,0.4724999964237213
1691184780.045172,15052000,0.47450000047683716
1691185213.199108,15128000,0.4738999903202057
1691185236.242432,15132000,0.475600004196167
1691185328.372451,15148000,0.47360000014305115
1691185397.881323,15160000,0.4733000099658966
1691185937.224772,15252000,0.47780001163482666
1691186173.261581,15292000,0.4779999852180481
1691186771.052635,15392000,0.47519999742507935
1691186818.890331,15400000,0.4781999886035919
1691187058.616924,15440000,0.47929999232292175
1691187276.493384,15476000,0.48069998621940613
1691188080.585055,15608000,0.47870001196861267
1691188301.680625,15644000,0.4803999960422516
1691188399.923345,15660000,0.4803999960422516
1691188548.817096,15684000,0.4796000123023987
1691188849.561784,15732000,0.4796000123023987
1691188924.53785,15744000,0.482699990272522
1691189350.192752,15812000,0.4799000024795532
1691189450.514956,15828000,0.48170000314712524
1691189679.610989,15864000,0.47859999537467957
1691189918.46742,15900000,0.47920000553131104
1691190078.561903,15924000,0.48100000619888306
1691190917.930768,16048000,0.4805000126361847
1691190971.829535,16056000,0.4839000105857849
1691191215.713044,16092000,0.4796000123023987
1691191516.188683,16136000,0.4814999997615814
1691191679.615181,16160000,0.4812999963760376
1691191872.263698,16188000,0.48030000925064087
1691192902.43666,16336000,0.4781000018119812
1691193609.02474,16436000,0.47760000824928284
1691193778.249162,16460000,0.47609999775886536
1691193948.733217,16484000,0.47620001435279846
1691194034.83469,16496000,0.47699999809265137
1691194668.78537,16584000,0.47850000858306885
1691194956.011177,16624000,0.47839999198913574
1691195680.295101,16724000,0.47780001163482666
1691196003.825589,16768000,0.4722999930381775
1691196449.279275,16828000,0.4758000075817108
1691196864.917622,16884000,0.47609999775886536
1691197043.016563,16908000,0.4740000069141388
1691197611.135535,16984000,0.4740999937057495
1691197702.186858,16996000,0.4749000072479248
1691197794.718474,17008000,0.47530001401901245
1691197949.008996,17028000,0.4731000065803528
1691198692.103746,17124000,0.4747999906539917
1691199855.260091,17272000,0.4722999930381775
1691200021.309969,17292000,0.4756999909877777
1691200187.853757,17312000,0.47510001063346863
1691200390.369859,17336000,0.4731000065803528
1691201859.599768,17504000,0.4771000146865845
1691201965.77911,17516000,0.4771000146865845
1691202539.50359,17580000,0.47850000858306885
1691202832.011089,17612000,0.47760000824928284
1691202978.547397,17628000,0.47450000047683716
1691203533.680554,17688000,0.47850000858306885
1691203608.005866,17696000,0.4771000146865845
1691204014.370982,17740000,0.47850000858306885
1691204308.665827,17772000,0.4794999957084656
1691204718.870841,17816000,0.478300005197525
1691205168.934885,17864000,0.4781000018119812
1691206042.303173,17956000,0.47609999775886536
1691206276.762052,17980000,0.47780001163482666
1691207453.500076,18100000,0.47839999198913574
1691207849.707218,18140000,0.47679999470710754
1691208009.759412,18156000,0.4733999967575073
1691209023.273652,18256000,0.4749999940395355
1691209188.981852,18272000,0.4756999909877777
1691209432.727335,18296000,0.474700003862381
1691209764.58285,18328000,0.47609999775886536
1691210770.357558,18424000,0.474700003862381
1691210896.886262,18436000,0.476500004529953
1691211023.460003,18448000,0.47620001435279846
1691212616.226284,18596000,0.47600001096725464
1691212836.603908,18616000,0.4747999906539917
1691213016.842974,18632000,0.47690001130104065
1691213061.837036,18636000,0.4733999967575073
1691213196.168604,18648000,0.47360000014305115
1691213419.608394,18668000,0.4731999933719635
1691213919.567842,18712000,0.4754999876022339
1691214286.053238,18744000,0.4749000072479248
1691214467.645327,18760000,0.4758000075817108
1691214558.4569,18768000,0.4740999937057495
1691214835.622703,18792000,0.47510001063346863
1691215209.705718,18824000,0.47589999437332153
1691215257.513096,18828000,0.4756999909877777
1691215539.833529,18852000,0.47279998660087585
1691215681.056519,18864000,0.4749000072479248
1691216349.185365,18920000,0.4772999882698059
1691216687.45075,18948000,0.4749999940395355
1691217759.54119,19036000,0.4772999882698059
1691218122.082458,19064000,0.4765999913215637
1691218444.098563,19088000,0.47679999470710754
1691218661.538199,19104000,0.4763999879360199
1691218715.842857,19108000,0.47679999470710754
1691220260.154685,19216000,0.4805000126361847
1691220446.92843,19228000,0.477400004863739
1691220632.355837,19240000,0.4767000079154968
1691220878.557485,19256000,0.4740000069141388
1691221871.565091,19320000,0.474700003862381
1691221996.196217,19328000,0.4733999967575073
1691222121.753639,19336000,0.4724000096321106
1691222184.967506,19340000,0.4733000099658966
1691222248.122676,19344000,0.4747999906539917
1691222761.724078,19376000,0.47540000081062317
1691225286.725489,19528000,0.4733999967575073
1691226152.553105,19580000,0.47839999198913574
1691227197.562402,19640000,0.47850000858306885
1691228549.962815,19716000,0.4779999852180481
1691228838.352913,19732000,0.47769999504089355
1691229344.676895,19760000,0.48179998993873596
1691229632.244882,19776000,0.48089998960494995
1691229990.360474,19796000,0.4805999994277954
1691232300.536504,19920000,0.47909998893737793
1691233070.011829,19960000,0.4799000024795532
1691233147.212585,19964000,0.4805000126361847
1691235654.804341,20092000,0.4781000018119812
1691237632.876884,20188000,0.4803999960422516
1691238815.74047,20244000,0.4812999963760376
1691239240.344415,20264000,0.47909998893737793
1691240340.779638,20316000,0.4814999997615814
1691240425.432597,20320000,0.47929999232292175
1691241107.261366,20352000,0.47769999504089355
1691241286.482698,20360000,0.4772000014781952
1691241734.835235,20380000,0.48019999265670776
1691245192.238886,20528000,0.478300005197525
1691245579.575386,20544000,0.4763999879360199
1691245965.480089,20560000,0.4790000021457672
1691247069.283294,20604000,0.4803999960422516
1691247170.70305,20608000,0.47620001435279846
1691247378.254622,20616000,0.47780001163482666
1691247484.26133,20620000,0.477400004863739
1691251328.920189,20748000,0.47929999232292175
1691252804.538612,20792000,0.4821000099182129
1691253073.813822,20800000,0.4814999997615814
1691253755.739981,20820000,0.48179998993873596
1691254026.898594,20828000,0.47920000553131104
1691254733.58902,20848000,0.4767000079154968
1691255642.17325,20872000,0.47620001435279846
1691256708.854789,20900000,0.47859999537467957
1691258712.984123,20952000,0.4788999855518341
1691259725.307043,21012000,0.47929999232292175
1691259772.235242,21032000,0.48069998621940613
1691259809.943473,21048000,0.4778999984264374
1691259838.221449,21060000,0.47999998927116394
1691260036.084048,21144000,0.4787999987602234
1691260121.019696,21180000,0.47690001130104065
1691260338.469616,21272000,0.48030000925064087
1691260347.950931,21276000,0.48249998688697815
1691260376.369763,21288000,0.4787999987602234
1691260395.338089,21296000,0.4828000068664551
1691260433.261137,21312000,0.47999998927116394
1691260489.897515,21336000,0.4805000126361847
1691260754.727385,21448000,0.48260000348091125
1691260830.526298,21480000,0.4794999957084656
1691261048.285599,21572000,0.4812000095844269
1691261133.749336,21608000,0.48089998960494995
1691261143.265701,21612000,0.4803999960422516
1691261276.424731,21668000,0.4799000024795532
1691261342.948827,21696000,0.47920000553131104
1691261542.525462,21780000,0.48350000381469727
1691261609.168668,21808000,0.48399999737739563
1691261628.262706,21816000,0.4821000099182129
1691261656.917243,21828000,0.48179998993873596
1691261675.963109,21836000,0.4828999936580658
1691262106.168308,22016000,0.4828000068664551
1691262154.106747,22036000,0.4837000072002411
1691262163.68205,22040000,0.48410001397132874
1691262230.794228,22068000,0.4828999936580658
1691262269.192147,22084000,0.4832000136375427
1691262288.328589,22092000,0.48510000109672546
1691262499.16853,22180000,0.48249998688697815
1691262710.263368,22268000,0.4821000099182129
1691263066.404724,22416000,0.4799000024795532
1691263443.60409,22572000,0.4778999984264374
1691263540.439101,22612000,0.47859999537467957
1691263676.119233,22668000,0.47909998893737793
1691263870.361036,22748000,0.4799000024795532
1691264219.207909,22892000,0.47940000891685486
1691264287.123921,22920000,0.48249998688697815
1691264384.317543,22960000,0.48159998655319214
1691264500.887339,23008000,0.48170000314712524
1691264529.948199,23020000,0.4814999997615814
1691264549.328509,23028000,0.4814999997615814
1691264559.053004,23032000,0.4821000099182129
1691264694.960588,23088000,0.4805000126361847
1691264782.467177,23124000,0.4814000129699707
1691264860.258673,23156000,0.47920000553131104
1691265277.854993,23328000,0.47839999198913574
1691265607.020767,23464000,0.4821999967098236
1691265732.841235,23516000,0.4796000123023987
1691265742.505637,23520000,0.47859999537467957
1691265761.855148,23528000,0.48350000381469727
1691266404.283937,23792000,0.47909998893737793
1691266453.412505,23812000,0.4799000024795532
1691266482.899313,23824000,0.4828000068664551
1691266561.577733,23856000,0.4832000136375427
1691266728.750222,23924000,0.47940000891685486
1691266817.511483,23960000,0.4812000095844269
1691266886.542504,23988000,0.4812000095844269
1691266945.67409,24012000,0.4821000099182129
1691267004.828373,24036000,0.48179998993873596
1691267014.700435,24040000,0.48190000653266907
1691267361.010031,24180000,0.4796999990940094
1691267440.349985,24212000,0.47940000891685486
1691267668.060769,24304000,0.47699999809265137
1691267687.841071,24312000,0.47699999809265137
1691267697.738426,24316000,0.4771000146865845
1691267974.548979,24428000,0.4765999913215637
1691268014.107379,24444000,0.4756999909877777
1691268033.875189,24452000,0.47450000047683716
1691268231.690271,24532000,0.47850000858306885
1691268281.33633,24552000,0.4805000126361847
1691268301.146681,24560000,0.47909998893737793
1691268320.950754,24568000,0.47699999809265137
1691268579.018414,24672000,0.4796999990940094
1691268948.73087,24820000,0.4819999933242798
1691269008.68416,24844000,0.4821000099182129
1691269108.446871,24884000,0.4803999960422516
1691269148.406484,24900000,0.4814999997615814
1691269188.365125,24916000,0.48170000314712524
1691269258.340917,24944000,0.48260000348091125
1691269328.340656,24972000,0.48159998655319214
1691269408.370297,25004000,0.4828999936580658
1691269688.805644,25116000,0.4794999957084656
1691269708.852802,25124000,0.4821999967098236
1691269779.028531,25152000,0.483599990606308
1691269859.309512,25184000,0.4821999967098236
1691269869.35524,25188000,0.48410001397132874
1691269899.465287,25200000,0.48399999737739563
1691270039.959751,25256000,0.4812000095844269
1691270180.532151,25312000,0.4819999933242798
1691270220.795836,25328000,0.47780001163482666
1691270240.94852,25336000,0.48069998621940613
1691270371.927785,25388000,0.48190000653266907
1691270482.846749,25432000,0.4812000095844269
1691270492.927597,25436000,0.48170000314712524
1691270543.352777,25456000,0.47920000553131104
1691270563.462934,25464000,0.4823000133037567
1691270593.612852,25476000,0.48030000925064087
1691270963.231902,25624000,0.47929999232292175
1691271142.6194,25696000,0.4821000099182129
1691271332.415152,25772000,0.4821999967098236
1691271392.43714,25796000,0.48010000586509705
1691271492.521283,25836000,0.4830999970436096
1691271633.442587,25892000,0.47699999809265137
1691271814.815766,25964000,0.47920000553131104
1691271845.134073,25976000,0.4821000099182129
1691271855.273244,25980000,0.4830000102519989
1691272188.970422,26112000,0.4787999987602234
1691272219.309075,26124000,0.48170000314712524
1691272310.226093,26160000,0.4832000136375427
1691272371.031447,26184000,0.4810999929904938
1691272421.629193,26204000,0.4830000102519989
1691272431.76112,26208000,0.4830999970436096
1691272553.766518,26256000,0.4796000123023987
1691272604.967643,26276000,0.47769999504089355
1691272769.11471,26340000,0.47769999504089355
1691272820.533518,26360000,0.48080000281333923
1691272871.841386,26380000,0.48080000281333923
1691272912.939922,26396000,0.48019999265670776
1691273077.535037,26460000,0.4778999984264374
1691273221.482508,26516000,0.47929999232292175
1691273426.959984,26596000,0.482699990272522
1691273550.259134,26644000,0.4812999963760376
1691273674.547664,26692000,0.4830000102519989
1691274037.952532,26832000,0.4830000102519989
1691274110.839518,26860000,0.48089998960494995
1691274162.875938,26880000,0.4821000099182129
1691274183.665034,26888000,0.4821999967098236
1691274204.519359,26896000,0.4823000133037567
1691274267.019735,26920000,0.48159998655319214
1691274308.666195,26936000,0.4828000068664551
1691274475.285557,27000000,0.48190000653266907
1691274590.095663,27044000,0.483599990606308
1691274610.970452,27052000,0.4812999963760376
1691274746.477395,27104000,0.48080000281333923
1691274840.681369,27140000,0.48179998993873596
1691275018.346239,27208000,0.48159998655319214
1691275217.226706,27284000,0.4790000021457672
1691275321.893038,27324000,0.47909998893737793
1691275384.513704,27348000,0.47940000891685486
1691275436.883343,27368000,0.47999998927116394
1691275457.796481,27376000,0.4830999970436096
1691275520.596153,27400000,0.4814000129699707
1691275614.535702,27436000,0.48080000281333923
1691275781.954658,27500000,0.4788999855518341
